ID;UID;AF;Hierarchy;Description
6.7.3;294;Business Partner Rating;1;Business Partner Rating aggregate function groups functions which manage the rating part of the supplier or partner.
6.7.3.1;295;Business Partner Bill Calculation;2;"The Supplier Bill Calculation Aggregate Function prepares all the bill items necessary for the invoicing process on behalf of a partner. 
It collects, and eventually aggregates, the relevant results of the rating function, for the partner and for a dedicated period. 
It can also involve bill items coming from other providers.
It can calculate penalties or bonus depending on global amounts (of revenue, of usage types, ) or apply complex tax rules."
6.7.3.2;296;Business Partner Rating and Revenue Sharing;2;"Business Partner Rating and Revenue Sharing Aggregate Function is in charge of:

	- Business Partner Revenue Sharing Identification that identifies the relevant pricing rules (tariffs, discounts and penalties) to be applied according to Revenue Sharing Agreement.
	- Business Partner Revenue Sharing Enforcement that applies revenue sharing pricing rules to calculate what the CSP owes to the Business Partner and what is owed by the Business Partner to the CSP.


	- And Business Partner Settlement Management that calculates settlements amounts according to what the CSP owes to the Business Partner (for Offers bought to the BP and for Revenue Sharing) and what is owed by the Business Partner to the CSP (for what has been bought by the BP to the CSP and for Revenue sharing).


It is done for any type of charges:

	-  recurring charges
	-  one-time charges (installation fees,  )
	-  usage charges, based on unitary product usage records (CDR) or on previously aggregated usage records


This information can be necessary to validate the supplier invoice the CSP will receive, or to prepare an invoice on behalf of the partner, for example in case of revenue sharing (ex : settlement of 10% of the revenue billed by the CSP to his customers, for a set of contents, to his supplier)."
6.8.1;297;Business Partner Welcome and Interaction;1;Business Partner Welcome and Interaction aggregate function groups functions in charge of managing all interfaces between the company and Business Partners.
6.8.1.1;298;Business Partner Interaction Management;2;Business Partner Interaction Management Aggregate Function manages all contact events with Business Partners.
6.8.1.2;299;Business Partner Relationship Management;2;Business Partner Relationship Management Aggregate Function identifies potential partners and determines partners that best meet the enterprise's needs.
7.4.1;300;Financial Management;1;Financial Management Aggregate Function contains functions that permit budget, treasury as well as employee expenses management.
7.4.1.1;301;Budget Management;2;The Budget Management Aggregate Function basically includes: budget forecast, simulation and control. Then it permits analysis, organization and oversight of costs and expenditures for the CSP.
7.4.2;302;Workforce Operational Management;1;This Aggregate Function groups functions which manage the teams operational detailed workload schedule.
7.4.2.1;303;Workforce Activity Tracking;2;"The Workforce Activity Tracking Aggregate Function permits on-the-fly analysis of work orders management and workforce activity - including subcontractor's activities. 

It produces reports and KPI such as 
- workload per type of activity, per team or individual
- wait of intervention per type of activity
- short term forecasts of activity, based on effective production 
- etc.
It permits to measure current efficiency and to identify over or under loaded calendars (ex: increase of field interventions on a specific area after storm damage).

These information can help to adapt the short term workforce calendars - through the dedicated function."
7.4.2.2;304;Workforce Organization;2;"The Workforce Organization Aggregate Function permits to enrich the description of the actors and the operational teams, with information necessary to apply assignment rules, such as :

	- Detailed skills, relevant for the activity type
	- Assignment to team(s) and availability level
	- Assignment to territories, sales channel, products lines (ex: FTTH, ), customers types (ex: Major Accounts, Mass Market Customers, )
	- etc.
"
7.4.2.3;305;Workforce Schedule Management;2;"The Workforce Schedule Management Aggregate Function permits to initiate and update staff calendars and availability per type of activity and possible carrying out models - at team and individual levels - according to criteria and rules.

The workload management schedule is first concerned by future requirements and is limited to capacity management - for internal teams and subcontractors. It uses mid-term activity forecasts.
The workload management schedule is then updated and detailed at teams and - if necessary - individuals levels to become operational (ex: for the next 2 weeks).

The scheduled can be adapted depending on Workforce Activity Tracking information. Adaptation may consist in allowing dispatching of staff from other geographical area or to other activities, adapt staff allocation per type of activity, hiring temporary manpower, increase subcontracting volume, "
7.4.2.4;306;Workforce Appointment Management;2;The Workforce Appointment Management Aggregate Function enables to manage Workforce appointment with any Party such as Customer, Business Partner. It takes into account the availability of the participants and tracks the appointment in the workforce calendar.
7.4.3;307;Bank Management;1;Bank Management Aggregate Function is in charge of managing CSP's Bank Accounts.
7.4.3.1;308;Treasury Management;2;"The Treasury Management Aggregate Function consists in managing short or medium term cash-flow forecasts, financial investments for cash surplus as well as cash funding for company requirements.
It embeds the following sub-functions:
- daily cash flow position delivery, at short-term and medium-term
- cash flow budget management to forecast cash requirements or surplus
- certification and transmission of settlements or debit orders towards banks by the means of SWIFT or EBICS messages
- cash flows transfers accounting
- bank reconciliation
- foreign exchange rates management."
7.6.1;309;Enterprise Revenue Assurance;1;The Revenue Assurance Management Aggregate Function includes functions which are in charge of defining company strategy and methods to minimize the revenue leakage.
7.6.1.1;310;Revenue Assurance Management;2;The Revenue Assurance Aggregate Function handles all the actions having for target to make sure, the procedures and the practices implemented by the company, that all the incomes expected from products supplied to the customers are invoiced, recovered and registered in an exhaustive and exact way.
7.6.1.2;311;Revenue Assurance Problem Management;2;Revenue Assurance Problem Management Aggregate Function identifies, tracks and solve Revenue Assurance Problems and initiate recovery of the lost revenue.
7.6.1.3;312;Revenue Assurance Rules Definition;2;Revenue Assurance Rules Definition Aggregate Function establishes the policies and rules to be applied to the Revenue Assurance process.
7.6.2;313;Human Resource Assurance;1;Human Resource Assurance Aggregate Function groups functions in charge of defining, analyzing and reporting short and long terms goals for employees.
7.6.2.1;314;Human Resource Performance Management;2;Human Resource Performance Management Aggregate Function supports defining and evaluating goals for personnel.
7.7.1;315;Accounting Management;1;Accounting Management Aggregate Function contains functions which allow one to manage the accounting of the company.
7.7.1.1;316;General Ledger;2;"The General Ledger Aggregate Function provides a central repository for all financial transactions and statistical information. It is at the core of accountancy. In general, it permits to define a multi-company, multi-divisional, multi-currency ledger.
- Natural accounts management (e.g. Account 401 to aggregate all the auxiliaries suppliers 401xxx)
- Posting in Control Accounts + other accounts
- Enter journals, upload journals
- Reversal of journals (i.e.: accruals)
- Open and Close GL Periods
- Foreign currency Revaluation and Translation
- Cost and Revenue breakdown
- Reporting and analysis."
7.7.1.2;317;Lease Management;2;Lease Management Aggregate Function manages Capital Lease for Complete contract tracking and reporting.
7.7.1.3;318;Subledger Accounting;2;"An auxiliary account is one subdivision of a general account and concerns a third party account. It leans on an auxiliary journal which collects the credit / debit events. There are:
- a purchase journal
- a sales journal 
- banks journals (one per bank)
- a cash book
- a miscellaneous transaction journal
- a payroll journal.

The auxiliary feeds periodically the general accounting under the shape of a single centralized aggregated book entry. 
The Subledger Accounting Aggregate Function:
- limits the number of book entry by third party account
- facilitates the accounting lettering
- helps to the preparation of the balance sheet
- favors the periodic accounting audit.

It includes the auxiliary Customer, Supplier and Stock accountancies."
7.7.1.4;319;Tax Management;2;"The Tax Management Aggregate Function assures:
- taxes declarations and particularly VAT 
- legal reports management
- fiscal rules definition and the control of the application of these rules, including by the tax authorities."
7.7.1.5;320;Regulatory Accounting;2;Regulatory Accounting Aggregate Function is in charge of managing cost allocations, affiliate billing and international settlements according to Regulatory Accounting rules.
7.7.2;321;Human Resource Expense Management;1;Human Resource Expense Management Aggregate Function cover the treatment of employees expenses such as payroll and travel expenses.
7.7.2.1;322;Travel Expense Management;2;Travel Expense Management Aggregate Function collects Employees' expense including electronic attachments. It also manages the approval of expenses, the expense reimbursements and integration with accounts payable.
7.7.4;323;Asset Management;1;"The Asset Management Aggregate Function mainly enables one to:
- manage all the resources which are used and shared within the company, namely the physical and financial assets deployed in the enterprise
- optimize the expected savings linked to these all along their lifecycle from their purchase and setup until their total depreciation or amortization.

This Aggregate Function embeds three functions:
- Corporate Real Estate Management
- Vehicle Fleet Management
- Intellectual Property Management

This Aggregate Function DOESN'T manage the Tangible and Intangible Products sold to the CUSTOMERS, only those used within the enterprise for its own needs."
7.7.4.1;324;Corporate Real Estate (Buildings);2;"Corporate Real Estate Aggregate Function:
- Describes the real estate property held or used by a business enterprise or organization for its own operational purposes.
- May also describe the functional practices, organizations and professions that are concerned with the planning, acquisition, management, and administration of real property on behalf of a company.

Corporate real estate professionals handle real estate market exactly as corporate purchasing or procurement.
It includes the following functions : 
- Real Estate Facility Operations Management (FM) is an interdisciplinary field devoted to the co-ordination of all business support services. FM involves all types of business support processes including the care of offices, commercial or institutional buildings which are necessary to the operator and the employees. FM can be defined as the integration and alignment of the non-core services, including those relating to premises, required to operate and maintain a business to fully support the core objectives of the organization.
- Space planning function deals with the way to plan and organize required necessary space in buildings for operator activities. It embeds: offices, workrooms, shops, warehouses, telecom equipment centers, data centers, switch centers, corporate restaurants, and parking."
7.7.4.2;325;Intellectual Property Management;2;Intellectual Property Management Aggregate Function manages the lifecycle of intellectual assets, their use and share.
7.7.4.3;326;Vehicle Fleet Management (Transport);2;"Vehicle Fleet Management permits to manage company's vehicle fleet. 
Vehicle fleet is made of commercial motor vehicles such as cars, vans, trucks, boats etc.
Fleet (vehicle) management includes a set of functionalities, such as 
- Vehicle financing,
- Vehicle maintenance,
- Vehicle telematics (tracking and diagnostics),
- River management, speed management,
- Fuel management, 
- Health and safety management.

Fleet Management is a function which allows companies which rely on transportation in their business to remove or minimize the risks associated with vehicle investment, improving efficiency, productivity and reducing their overall transportation and staff costs, providing 100% compliance with government legislation (duty of care) and many more."
7.7.4.4;327;Loan Securitization AF;2;To be ranamed
7.10.2;328;Enterprise Information Management;1;Enterprise Information Management Aggregate Function groups functions in charge of managing all knowledge of the Enterprise.
7.10.2.1;329;Enterprise Knowledge Management;2;Enterprise Knowledge Management Aggregate Function is in charge of collecting, classifying, and giving access to information useful for the enterprise.
7.10.2.2;330;Enterprise Collaboration;2;"The Enterprise Collaboration Aggregate Function groups functions that foster effective communication and cooperation among employees, promoting innovation and productivity. Their responsibilities include:
1.	Facilitating Communication: Enabling seamless communication through various channels, such as email, chat, file sharing, audio and video conferencing.
2.	Knowledge Sharing: Promoting the sharing of information, documents, and best practices across teams and departments.
3.	Project Collaboration: Supporting teamwork by providing tools for collaborative project management and document sharing.
4.	Innovation Support: Creating an environment for ideation, innovation, and cross-functional collaboration.
5.	Workflow Integration: Integrating collaboration tools with other enterprise software to streamline processes.
6.	Security and Compliance: Ensuring data security and compliance with industry regulations.
7.	User Support: Offering training and assistance to employees to maximize the use of collaboration tools.
8.	Performance Metrics: Measuring and improving the effectiveness of collaboration initiatives.
9.	Feedback Collection: Gathering feedback from users to refine and enhance collaboration solutions, ensuring they align with organizational goals and needs."
7.10.3;331;Enterprise Risk Management;1;Enterprise Risk Management Aggregate Function groups functions in charge of managing Enterprise Ricks realizing audits, managing patent, invention and damage claims.
7.10.3.1;332;Damage Risk Management;2;Damage Risk Management Aggregate Function is in charge of collecting damage claims, calculating consequences (i.e. loss for the company).
7.10.3.2;333;Enterprise Audit Management;2;Enterprise Audit Management Aggregate Function is in charge of auditing the enterprise according to SOX and tracking the compliance results.
7.10.3.3;334;Patent and Invention Management;2;"Patent, Invention &amp; Trademark Management collects possible patent, invention and trademark candidates.
It also manages the registration process and making the knowledge available within the enterprise."
7.10.5;335;Human Resource Administration, Compensation and Benefits Management;1;"The Human Resource Administration, Compensation and Benefits Management Aggregate Function groups functions in charge of
1. processing and managing records and employees data, ensuring they are accurate and up-to-date, corresponding and taking into account any changes resulting from management decisions, legal and regulatory requirements and personal circumstances,
2. managing the individual Compensation and Benefits calculation, giving the instructions for the payroll process.
Note that for some countries (UK), the Information System must provide functions for pension funds and social security management."
7.10.5.1;336;Human Resource Administration;2;"Human Resource Administration Aggregate Function permits management of all legal and administrative employees data such as identity, contacts/addresses, contract of employment, job position (job profile, localization, management), etc.
Processes the registration of the new employees (hiring, mobility), updates personal situation (marital status, children, addresses, dependents / beneficiaries, etc) and professional situation, updates contracts status (termination, resignation, retirement)."
7.10.5.2;337;Human Resource Communication Management;2;Human Resource Communication Management Aggregate Function supports Corporate Goals and Key initiatives communication and facilitates community programs.
7.10.5.3;338;Employee Relationship Management;2;Employee Relationship Management Aggregate Function is in charge of all relationships between CSP and employees including advertising for recruitment.
7.10.5.4;339;Individual Remuneration Policy Management;2;"The Individual Remuneration Policy Aggregate Function manages the employees individual remuneration.
It represents the declension at employee level of the general company remuneration policy (fixed base salary, managerial bonus), the standard benefits and all other kind of benefits granted to the employee (profit sharing, stock options, shareholders program, car policy).

Subfunctions used:
- Compensation Management,
- Profit Sharing Management,
- Benefits Management."
7.10.5.5;340;Payroll Management;2;"The Payroll Aggregate Function permits to manage:
- employee payroll data applying the Individual Remuneration Policy and ensuring they are accurate and up-to-date, reflecting any changes resulting from management decisions, legal &amp; regulatory requirements and personal circumstances in order to provide payslips, payment, contributions, legal declarations, etc.
- the calculation of the payroll data
- the payment of the payroll."
7.10.5.6;341;Employee Repository Management;2;Employee Repository Management Aggregate Function is in charge of managing employees information and identification means such as unique employee number and identification card.
7.10.5.7;342;Social Relationships Piloting;2;Social Relationships Piloting Aggregate Function covers the piloting of the relationships with the employees representatives.
7.10.5.8;343;Working Time Management;2;"The Working Time Administration Aggregate Function manages all elements associated with time worked including overtime, night, weekend and home works management.
This function provides a consolidated situation of employees working time.
It allows the management of the working schedule, the overtime hours, the penalties, "
7.10.6;344;Human Resource Human Capital Management;1;"Human Resource Human Capital Management Aggregate Function groups functions covering all the operations and data related to human resource and competencies development.
It covers, on one hand, the internal and external processes of recruitment, and, on the other hand, the processes contributing in the management of the performance and competencies which aims to improve individual performance and, by this way, to insure the achievement of Orange group's strategic business goals."
7.10.6.1;345;Evaluations and Career Management;2;"The Evaluation and Career Management Aggregate Function treats about individual management of career and performance of an employee.
Two main goals:
- First: improve individual performance of each employee all along his professional career
This goal relies on assessment processes consisting in a regular face to face meeting between employee and his manager in order to:

	- share and agree on individual goals,
	- measure employee performance results,
	- assess employee competencies and then, 
	-  identify training development actions.

- Second: manage and propose development career plan based upon competencies management 

	-  proceeding  to a follow-up of individual career data details to see and track individual career evolution,
	-  helping in displaying to employee internally needs that could match to employee wishes.


It is based upon a shared group master data referential managing Jobs and Competencies that is updated according to company policy strategy.
It gathers the following sub-functions:
- Setting (and sharing) individual Goals,
- Performance individual assessment,
- Company Jobs and Skills master data management 
- Gap assessment between awaited and owned employee competencies 
- Employee assignment to key company jobs."
7.10.6.2;346;External and Internal (Mobility) Recruitment;2;"The External and Internal (Mobility) Recruitment Aggregate Function is in charge of finding, allocating and making ready the right resources at the right time to target areas of the business.
It consumes and stores standard CVs and provides services permitting selection of profiles (including interviews results, candidate choice). 
This function also provides job offer search and display. This function includes the mobility for internal applicants and covers internal mobility inside the same company of the CSP group or between companies of the CSP Group. Special transfers to national and local government services are also taken into account by this function. 
It includes Job Offer Management, Applicant Management, Job Application Management and Applicant Pre-Hiring."
7.10.6.3;347;Training Management;2;"The Training Management Aggregate Function addresses and manages the training functions in its globality from training elaboration and delivery to course assessment after course attending.
It permits to manage employee inscription to course session, courses assessment, etc 

It embeds the following sub-functions:
- Training plan management, 
- Training catalogue management, 
- Training Course session inscription management,
- External training purchasing
- Training delivery management."
7.10.7;348;Human Resource Social Management;1;"Human Resource Social Management Aggregate Function groups functions covering all the operations and data related to social management.
It defines the policy for employees relations, health and safety, and corporate social responsibility. It supports managers in their implementation and control results.
Each company / country develops its own approach in employees relations, health and safety, work time and corporate social responsibility in coherence with group policies and local legal and mandatory requirements and agreements."
7.10.7.1;349;Safety and Working Environment Management;2;This Aggregate Function permits to manage all the data necessary to ensure an even improving safety and working environment in compliance with legal requirements.
7.10.7.2;350;Social Protection Management;2;"This Aggregate Function covers the management or the taking account of the social protection systems: life insurance, disability insurances, employers liability insurances, occupational diseases insurances.
This function doesnt cover the financial part of the contracts and funds functioning operations. In all the countries, these operations and the associated managing system are directly provided by insurance companies.
Nevertheless, in some countries (UK), the CSP HR actors have to make specific operations and controls about social security contribution. These operations and controls are covered by the Social security management function in the HR Administration functional block."
7.10.7.3;351;Ethics & Compliance Management;2;"Ethics &amp; Compliance Management provides the following functionality:
- Provides a program to ensure Labor is properly trained on ethics and compliance requirements. 
- Provides a program to enable safe reporting of ethical and compliance violations. 
- Ensures company is meeting ethical and compliance standards. 
- Institutes and manages programs such as EEO case management to track violations."
7.10.8;352;Regulatory Rules Management;1;Regulatory Rules Management Aggregate Function groups functions in charge of managing regulatory rules, checking their application by the enterprise and providing reporting of regulatory rules to various legal and regulatory entities.
7.10.8.1;353;Legal Support;2;Legal Support Aggregate Function assists and advices administrative legal services for legal issues such as procurement and public law.
7.10.8.2;354;Regulatory Rules Application Tracking;2;Regulatory Rules Application Tracking Aggregate Function tracks and reports the implementation of regulatory rules or requirements.
7.10.8.3;355;Regulatory Rules Repository Management;2;Regulatory Rules Repository Management Aggregate Function manages Regulatory Rules and proof of conformance to the rules by the CSP.
7.10.9;356;Security Management;1;The Security Management Aggregate Function includes functions in charge of defining company strategy and means to improve security.
7.10.9.1;357;Lawful Interception;2;The Lawful Interception Aggregate Function permits to ensure compliance with legal obligations by providing analyses or evidence of traffic and usage.
7.10.9.2;358;Security Strategy Definition and Management;2;"The Security Strategy Definition and Management function allows to better anticipate, understand and prevent risks, related to the security of people, assets and information by defining the CSP Security Policy.

It includes: 
- The identification of risk and risk level on various security aspects
- The definition and implementation of security rules and the means to verify compliance (processes, tools, organisation, etc.).
- The management of major crises (technical, environmental, etc.)
- The management of Safety Audits
- The security context monitoring

Security concerns several parts: 
- CSP financial and legal security
- Personnel security (employees in their work environment, customers)
- Site security (buildings)
- Network, Service Platform and IS infrastructure security
- Information security (GDPR, confidentiality, defence secrecy)

The CSP Security Policy may be applied to these different parts, and its implementation may be carried out in operational functions of collection, control, supervision and analysis."
9.3.1;359;Privacy Development;1;The Privacy Development Aggregate Function are in charge of specifying Privacy Rules to be applied.
9.3.1.1;360;Privacy Definition  Management;2;Privacy Definition Management Aggregate Function is in charge of specifying Privacy Profile Types and related rules, possible values and default configuration.
9.4.1;361;Privacy Management;1;The Privacy Management Aggregate Function are in charge of applying the Privacy Rules when required.
9.4.1.1;362;Privacy Control;2;Privacy Control Aggregate Function controls that records retention rules are applied as well as privacy rules.
9.4.1.2;363;Privacy Repository Management;2;Privacy Repository Management Aggregate Function manages Privacy Profiles initialized by default or customized by the Party and obtains consent from the Data Subject Party for the Party Profile.
9.5.1.1;364;Content Delivery Management;2;"The Content Delivery AF groups functions that ensuring the effective and efficient dissemination of digital content to end-users. Their responsibilities include:
1.	Content Distribution: Efficiently delivering digital content to end-users across various platforms and devices (Source: ""Content Delivery Network (CDN)"" - TechTarget).
2.	Load Balancing: Ensuring even distribution of network traffic to prevent overloads and improve performance.
3.	Caching Management: Implementing cache strategies to reduce load times and optimize content delivery.
4.	Traffic Routing: Directing user requests to the nearest server for faster content access.
5.	Security: Protecting content and networks from cyber threats and DDoS attacks .
6.	Quality of Service: Maintaining high-quality content delivery, including minimizing latency and packet loss 
7.	Scalability: Ensuring the system can handle increased demand without performance degradation
8.	Monitoring and Analytics: Constantly tracking content delivery performance and analyzing data for optimization.
9.	Content Optimization: Compressing, transcoding, or adapting content for better delivery to various devices."
9.6.1;365;Anomaly Management;1;Anomaly Management Aggregate Function groups functions that detect, predict, mitigate and maintain knowledge of anomalies for products, services and/or resources.
9.6.1.1;366;Anomaly Detection;2;Anomaly Detection Aggregate function group functions to identify rare items, events, or observations for products, services or resources which deviate significantly from well-defined notion of normal behavior.
9.6.1.2;367;Anomaly Prediction;2;Anomaly Prediction Aggregate function group functions to forecast future anomalies based on historical data.
9.6.1.3;368;Anomaly Mitigation;2;Anomaly Mitigation Aggregate function group functions to define strategies and plan  to reduce the impact or prevent the occurence of detected predicted anomaly.
9.10.1;369;Content Management;1;The Content Management Aggregate Function enables documents and contents management, sharing and archiving.
9.10.1.1;370;Content Repository Management;2;Content Repository Management Aggregate Function is in charge of collecting and formatting contents and managing it collaboratively.
9.10.1.2;371;Document Management;2;"The Document Management Aggregate Function handles creation and management of electronic documents.
Documents managed by an EDM (Electronic Document Management) system are both working documents, which can be modified, and final documents. The sub-function Versioning allows the identification of successive releases of the document. Documents are accessed by the user according to the granted access rights.
Subfunctions :
- Capture and integration in the EDM system (for examples GED, sharepoint, social network, )
- Retention and disposal
- Access and grant control
- Traceability, security and administration
- Versioning."
9.10.1.3;372;Records Management;2;"The Records Management Aggregate Function handles document and data to be archived.
Documents or data which must be archived are those which are valuable and useful for the company:
- Legal value: information that must be preserved for reasons that are legal (when a law requires retention) and regulatory or judicial (proof in court).
- Informational value: information that must be preserved for professional needs and for the smooth conduct of business activities.
- Historical value: information preserved for its contribution to the collective company memory.
All of these documents and data must be sorted and classified according to their level of sensitivity, preserved (or destroyed) in a structured and secure manner.
The Records Management Aggregate Function contains the 4 sub-functions:
1) Records Capture
2) Record Access
3) Records Retention and Disposal
4) Records Traceability, Security and Administration"
9.10.2;373;Master Data Management;1;The Master Data Management Aggregate Function gathers all required functions for enterprise master data administration. It aims at unifying data repositories management whatever the business domain.
9.10.2.1;374;Data Repository Management;2;Data Repository Management Aggregate Function is in charge of all activities od Data management such as formatting, security access, distribution, archiving
9.10.2.2;375;Data Structure Definition;2;Data Structure Definition Aggregate Function defines Data Structure and related rules.
9.10.3;376;Project Management;1;The Project Management Aggregate Function contains functions concerning the management of all kinds of projects.
9.10.3.1;377;Project Repository Management;2;Project Repository Management Aggregate Function is in charge of managing the Project Inventory and produces reports and KPI to measure the progress of the project.
9.10.3.2;378;Project Planning;2;"The Project Planning Aggregate Function handles all functions associated with the project management and not already implemented in other Aggregate Functions (resources management, budget management, ), that facilitate the work of the project managers.
Sub-functions used:
- Tasks and activities Building:
Based on a multi-level Work Breakdown Structure (WBS), this function allows to define, organize and interface all activities of the project necessary to meet the predefined objectives of the project: delivery of the agreed scope (offer, product, ), quality, time and cost constraints.
- Project Planning:
Management of the project estimating, the means of the project optimizing, tasks schedule and identifying the critical path, evaluating and re affecting task over resources."
9.10.4;379;Identification and Permission Management;1;"The Identification and Permission Management Aggregate Function consist in 

	- identifying, and potentially authenticating, a person whatever his/her role(s),
	- specifying roles and permissions definition, assignment and control for any actor implicated in the enterprise business processes (ex: customer, CSR, data protection manager, Business Partners, etc.)
"
9.10.4.1;380;Identification and Authentication;2;"Identification and Authentication Aggregate Function consists in identifying, and potentially authenticating, a person whatever his/her role. 
Authentication is not systematic but may be required for sensitive actions according to security matters.
Identification and authentication means may vary depending on the interaction channel. For automatic interaction channels, the means of identification and authentication are highly discriminant and should return at more one result (usually using personal credentials). For human interaction channels, on the other hand, a series of information may be necessary to identify and authenticate a person (for instance asking their name and first name for identification followed by birth date and birth place for authentication)."
9.10.4.2;381;Permission Control;2;"Permission Control Aggregate Function manages roles and related permissions and controls permissions according to roles and related rules.
It consists in evaluating if a requester is granted the permission to act by providing the required evidence. The evidence corresponds to the condition specified for each right (for instance keying the correct password to use a specific mailbox). If the action is protected via a right which is assigned (possibly via a role) to a person then the person has to be identified to retrieve their rights and verify if the request to act can be granted."
9.10.4.3;382;Roles & Permission Definition;2;"Roles &amp; Permission Definition Aggregate Function defines roles types and possible permissions with rules according to roles.
Roles catalogue consists in designing, creating, modifying and deleting role specifications. The aim is to identify the set of permissions (rights) that should be granted to any person who is assigned the role. Defining roles depends on processes and associated organization (internal or external), for example a fleet manager (external role) or a CSR level 1 (internal). As part of roles definitions, incompatibility in between roles or other types of constraints should also be specified. The purpose of a role is to ease the assignment of rights to a person by avoiding rights reassignment in case of re organization for instance.
Permission catalogue consists in designing, creating, modifying and deleting permission specifications. A permission specifies the conditions to access a set of actions on an object. For example, in order to access all usage functions of a mailbox product the condition is to provide the correct password."
9.10.4.4;383;Digital Identity Management;2;Digital Identity Management Aggregate Function is in charge of providing  Digital Identities with their credentials and relationship with Party or Party Roles.
9.10.4.5;384;Role and Permission Assignment / Configuration;2;"Role and Permission Assignment / Configuration Aggregate Function consists in:

	- assigning a party role to a person according to a type of role such as Customer or Payer. Sometimes a party role might be not played by a Party when unknown. For example, we might not know the Party that uses a mail box.
	- specifying on which perimeter the permission carried by the Party Role applies on. A perimeter defines:

   - either an object or a set of objects such as a Product, a Billing Account, etc.
   - or using selection criteria to identify objects on which permission applies such as geographical area where the Distributor has right to sell"
9.10.5;385;Fallout Management;1;Fallout Management Aggregate Function is in charge of fixing Fallout errors and managing Fallout inventory.
9.10.5.1;386;Fallout Correction Management;2;Fallout Correction Management Aggregate Function is in charge of fixing Fallout errors either automatically or by queuing the Fallout error.
9.10.5.2;387;Fallout Repository Management;2;Fallout Repository Management Aggregate Function is in charge of managing the Fallout Inventory, including orchestration, reporting and dashboard.
9.10.6;390;Party Management;1;Party Management Aggregate Function includes functions that manage information describing the Third Parties, individuals or organizations, and their contact medium.
9.10.6.1;391;Party Repository Management;2;"Party Repository Management Aggregate Function allows the creation, modification, deletion of a Third Party (induvidual or organization).
For people, it allows to declare their marital status and official proof of identity.
For an organization (company, association, etc.), it manages its corporate name, the description of its internal organization according to several axes (legal, functional, etc.), its business justification (Kbis in France, etc.).
Party Management also includes the management of the life cycle of parties."
9.10.7;393;Systems and Applications Management;1;The Systems and Applications Management AF groups functions responsible for managing IT systems and applications, from Planning though Retirement, including operations.
9.10.7.3;396;Systems Administration;2;"System Administration AF groups functions that involve managing and maintaining computer systems, networks, and servers to ensure their optimal performance, security, and reliability. The principal responsibilities include:
1.	Installing and configuring operating systems and software.
2.	Managing user accounts and access permissions.
3.	Monitoring system performance and resource utilization.
4.	Implementing security measures to safeguard data and networks.
5.	Performing backups and disaster recovery planning.
6.	Troubleshooting and resolving technical issues.
7.	Applying software updates and patches.
8.	Documenting system configurations and procedures.
9.	Capacity planning for future system growth.
10.	Ensuring compliance with industry standards and best practices."
9.10.7.4;397;Systems Infrastructure Management;2;"Systems Infrastructure Management AF groups functions responsible for overseeing the foundational technology components critical to an organization's operations. Its key responsibilities include:
1.	Infrastructure Planning: Strategically designing and scaling the IT infrastructure to meet business needs.
2.	Hardware Procurement: Sourcing, purchasing, and maintaining server, storage, and networking equipment.
3.	Software Integration: Ensuring seamless integration of software solutions across the infrastructure.
4.	Security Management: Safeguarding systems and data through security measures and protocols.
5.	Capacity Optimization: Efficiently utilizing resources to meet performance demands.
6.	Disaster Recovery: Developing and testing plans for data and system recovery.
7.	Network Management: Managing network connectivity and reliability.
8.	Performance Monitoring: Constantly assessing system performance and addressing issues.
9.	Vendor Relations: Managing relationships with technology suppliers and service providers.
10.	Compliance and Documentation: Ensuring adherence to industry standards and maintaining comprehensive system documentation"
9.10.7.5;398;Systems and Applications Support;2;"The Systems and Applications Support function plays a critical role in ensuring the smooth operation of software systems within an organization. Its responsibilities include:
1.	Troubleshooting: Identifying and resolving software issues and user problems.
2.	Maintenance: Regularly updating, patching, and optimizing applications.
3.	Monitoring: Keeping a watchful eye on system performance and responding to anomalies.
4.	Documentation: Maintaining comprehensive records of configurations and procedures.
5.	User Assistance: Offering guidance and assistance to users facing technical difficulties.
6.	Incident Management: Managing and resolving software-related incidents promptly.
7.	Release Management: Coordinating software updates, ensuring a smooth transition.
8.	Compliance: Ensuring applications adhere to regulatory and security standards.
9.	Vendor Liaison: Interacting with software vendors for support and issue resolution.
10.	Performance Analysis: Analyzing application performance data to drive improvements"
9.10.7.7;400;Applications Portfolio Management;2;"Application Portfolio Management (APM) AF groups functions responsible for overseeing an organization's software and application assets to optimize their performance and strategic alignment. Its principal responsibilities include:
1.	Inventory Management: Maintain a comprehensive inventory of all applications and software within the organization.
2.	Strategic Alignment: Ensure that applications align with the organization's goals and objectives.
3.	Performance Assessment: Evaluate application performance, efficiency, and effectiveness.
4.	Rationalization: Identify redundant or outdated applications and recommend consolidation or retirement.
5.	Prioritization: Rank applications based on their strategic importance and business impact.
6.	Risk Management: Assess and mitigate risks associated with the application portfolio.
7.	Cost Control: Monitor and control application-related costs, aiming for efficiency.
8.	Roadmapping: Develop a strategic roadmap for the application portfolio, including upgrades and replacements.
9.	Vendor Management: Oversee relationships with third-party vendors and software providers.
10.	Reporting and Communication: Provide regular reports and communicate the status and value of the application portfolio to stakeholders."
